RegionId,Name,Observations,Sum,Sentiment
2113016,"20605113016",8,231.51,28.94
2114113,"20607114113",5,195.75,39.15
3109610,"30403109610",1,55.62,55.62
3105903,"30302105903",2,146.47,73.24
8114101,"80111114101",5,28.93,5.79
1101109,"10102101109",13,294.19,22.63
6103127,"60105103127",14,493.21,35.23
5118117,"50704118117",2,107.05,53.53
2110541,"20601110541",11,412.58,37.51
1145711,"12403145711",1,99.10,99.10
2115118,"20701115118",15,610.51,40.70
2113907,"20607113907",1,-20.57,-20.57
1133629,"11703133629",2,99.63,49.82
4111210,"40501111210",12,508.62,42.39
2124152,"21004124152",2,165.59,82.80
8105701,"80105105701",27,1166.76,43.21
8111307,"80103111307",3,-21.59,-7.20
8106417,"80106106417",14,755.34,53.95
5114738,"50607114738",5,258.91,51.78
5105008,"50402105008",2,-5.18,-2.59
1132001,"11701132001",4,64.24,16.06
1134631,"11801134631",5,156.44,31.29
1141622,"12104141622",8,451.74,56.47
2112248,"20604112248",47,2039.53,43.39
1141205,"12103141205",1,72.69,72.69
1154013,"10105154013",7,277.09,39.58
1157028,"11802157028",13,900.89,69.30
2110535,"20601110535",1,20.23,20.23
2115136,"20701115136",3,175.22,58.41
2111449,"20603111449",1,97.23,97.23
1133611,"11703133611",7,403.10,57.59
8105104,"80105105104",46,1818.81,39.54
8113110,"80106113110",16,740.09,46.26
5108417,"50502108417",12,402.44,33.54
4103827,"40203103827",1,50.93,50.93
8104027,"80104104027",4,112.15,28.04
5118722,"50705118722",5,193.80,38.76
3112819,"30503112819",1,47.67,47.67
3136612,"31302136612",1,51.06,51.06
1101130,"10102101130",3,-4.31,-1.44
2112104,"20604112104",10,140.28,14.03
5104173,"50302104173",3,106.98,35.66
5113001,"50603113001",13,655.38,50.41
6106906,"60302106906",3,138.40,46.13
1139802,"12101139802",10,356.83,35.68
8104901,"80105104901",17,674.37,39.67
5109411,"50502109411",4,81.66,20.42
4109119,"40401109119",3,175.27,58.42
2113215,"20605113215",1,43.10,43.10
4104802,"40204104802",2,12.27,6.14
4102128,"40106102128",1,-20.23,-20.23
2112611,"20604112611",13,452.76,34.83
6101503,"60103101503",2,128.40,64.20
3152721,"30102152721",2,69.24,34.62
3127725,"31002127725",1,-7.72,-7.72
1138421,"12001138421",3,193.59,64.53
2119107,"20803119107",4,229.93,57.48
3125407,"30907125407",1,-24.11,-24.11
3136543,"31302136543",1,72.47,72.47
1129127,"11501129127",2,97.17,48.59
1141728,"12104141728",2,130.81,65.41
4102314,"40107102314",1,79.87,79.87
2121101,"20903121101",3,190.41,63.47
4108733,"40304108733",4,263.24,65.81
3110609,"30501110609",31,867.53,27.98
2135205,"21303135205",2,124.84,62.42
2110924,"20601110924",1,49.39,49.39
6103406,"60106103406",8,354.46,44.31
6106601,"60301106601",6,324.67,54.11
2112304,"20604112304",6,304.70,50.78
